id,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,culster30
9920,-0.267836332321167,0.5536006689071655,-0.5620344281196594,0.03388184309005737,-0.19681726396083832,-0.1483493596315384,0.34398868680000305,-0.14107359945774078,0.4097181260585785,-0.08253482729196548,21
22240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
59130,-0.03169751167297363,0.27665454149246216,0.03417445346713066,0.10836953669786453,-0.5576989650726318,0.38206756114959717,0.18117563426494598,-0.16226832568645477,0.13213251531124115,-0.6565071940422058,21
67930,0.14011052250862122,0.08043287694454193,-0.27225688099861145,-0.1734287142753601,0.06962136924266815,0.4416596293449402,-0.5202401280403137,-0.39685022830963135,-0.5262052416801453,-0.13463740050792694,28
92410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
94270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
110280,0.2376324087381363,0.4947397708892822,-0.019809691235423088,0.42142122983932495,0.19531391561031342,-0.14480046927928925,0.13993531465530396,-0.6631280779838562,0.21938006579875946,-0.06655050069093704,8
110930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
129070,0.11901146173477173,0.38669008016586304,-0.2767741084098816,0.5472787022590637,0.033523477613925934,-0.06204913929104805,-0.01069747656583786,-0.05149585381150246,-0.1988975554704666,0.6971585750579834,20
133870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
138650,-0.018048863857984543,0.020147809758782387,0.23487083613872528,0.29092538356781006,0.4326663911342621,-0.15057888627052307,0.3833097815513611,0.25400638580322266,0.43173345923423767,-0.5608192682266235,14
149150,-0.19368402659893036,0.7135481834411621,0.6127777099609375,-0.1318279206752777,0.12753726541996002,-0.19959832727909088,0.06704684346914291,0.13309209048748016,0.1294056624174118,0.17215605080127716,11
152690,-0.06926668435335159,-0.03329216688871384,-0.0165204256772995,-0.13276036083698273,0.21303309500217438,0.2525782883167267,-0.5856775641441345,0.3016541302204132,-0.605135977268219,0.37097489833831787,28
205110,-0.11567472666501999,0.14801888167858124,0.1981707215309143,0.46246153116226196,-0.2973153591156006,-0.16481515765190125,-0.06931208074092865,-0.04014236852526665,-0.3715648949146271,0.7138188481330872,20
222350,0.05349814519286156,0.2568979859352112,0.4757136106491089,-0.4211803376674652,-0.39314785599708557,0.5469310283660889,-0.01988345943391323,0.3689378798007965,0.04672214388847351,-0.04950925335288048,0
222730,0.5947144627571106,0.3540525734424591,-0.5546421408653259,-0.2779219448566437,-0.11429695039987564,0.16974857449531555,0.2612142562866211,0.2940780818462372,0.04522576183080673,-0.048837605863809586,15
236070,0.19351933896541595,0.5852940082550049,0.38677501678466797,0.20358143746852875,-0.2953207492828369,0.3810203969478607,0.35756802558898926,-0.031113265082240105,-0.1921124905347824,0.30010986328125,25
246670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
250720,-0.313973069190979,-0.03947855904698372,0.06258954107761383,0.4029916226863861,0.11178217828273773,0.3278461992740631,-0.595451295375824,0.23346228897571564,0.5038460493087769,0.13527517020702362,24
254440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
255280,0.7410498857498169,0.1546754688024521,-0.09340295195579529,-0.2209964394569397,-0.34912583231925964,0.1252688765525818,-0.2079913169145584,-0.27078285813331604,0.10989455133676529,-0.3918711543083191,21
281020,-0.6237487196922302,-0.17237913608551025,-0.33642813563346863,-0.0855785608291626,-0.24448098242282867,-0.363468199968338,0.3905310332775116,0.20041604340076447,0.37173357605934143,-0.02681306190788746,3
302460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
409570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
411840,-0.2831762135028839,0.45565861463546753,0.32824844121932983,-0.05663827806711197,0.6660469174385071,0.16187860071659088,-0.14507673680782318,0.09607430547475815,-0.4035736620426178,0.11240793019533157,28
456190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
461980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
483970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
505840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
506650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
508510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
511080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
513510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
520690,-0.31937870383262634,0.06046554073691368,0.6754763722419739,-0.03526555746793747,0.03954417258501053,-0.3689868152141571,0.0288651492446661,0.3169243633747101,0.45286139845848083,0.1436297595500946,11
523200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
565320,0.48955169320106506,-0.256229430437088,0.20442096889019012,0.37483078241348267,-0.17124998569488525,-0.038575220853090286,0.05870281159877777,-0.38009700179100037,0.054676152765750885,-0.6094580888748169,8
565370,-0.3596108555793762,0.32539865374565125,-0.08755943179130554,-0.13356269896030426,-0.4380583167076111,-0.4445660710334778,0.06098977476358414,-0.11184126883745193,0.6229103803634644,0.12996995449066162,11
568590,-0.04856531694531441,0.46550148725509644,0.6378684043884277,-0.14815351366996765,-0.06241559237241745,0.3027341663837433,-0.08400040119886398,0.1913052648305893,-0.3064342737197876,-0.43782055377960205,16
575910,-0.013130857609212399,0.4024839699268341,-0.5781847834587097,0.42263323068618774,-0.00225242180749774,-0.18957340717315674,0.007802698295563459,0.3211897611618042,0.1509963423013687,-0.4803798794746399,7
583330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
