id,prob
863,0.4786952380952381
6113,0.52865
27764,0.6696190476190476
33173,0.52865
39229,0.8525761904761904
43116,0.735990476190476
59130,0.4786404761904762
65553,0.4135380952380952
67347,0.42745
67930,0.3502619047619048
82583,0.5238738095238095
85825,0.052530952380952387
96363,0.08525952380952381
110280,0.966804761904762
117339,0.6769547619047619
124126,0.15198571428571425
127910,0.7194119047619048
135232,0.28309047619047617
137561,0.6224952380952381
139409,0.3373238095238095
142412,0.6399666666666667
143473,0.3988380952380952
161152,0.4490404761904761
175558,0.7589857142857143
183355,0.15448333333333333
185866,0.5876619047619049
208696,0.47723095238095237
214078,0.4291761904761905
216482,0.5568571428571428
226217,0.5911809523809524
241965,0.7792214285714285
242565,0.06718809523809524
246670,0.7122785714285714
248700,0.5287047619047619
251356,0.043621428571428575
254440,0.4544238095238095
262247,0.7717309523809524
283303,0.13773333333333335
286571,0.19427857142857147
292481,0.5889190476190477
294122,0.20297380952380953
302022,0.9610619047619047
302460,0.48958095238095234
307377,0.4309523809523809
324715,0.6734142857142856
336563,0.12385
337687,0.5345619047619047
345299,0.037040476190476186
345555,0.6534166666666666
357096,0.07168095238095239
372582,0.3476190476190476
373411,0.9836333333333334
379524,0.6434666666666666
382697,0.18733333333333332
395315,0.44373809523809526
401342,0.7668666666666667
403079,0.857047619047619
409570,0.2856238095238095
411840,0.5965238095238095
448287,0.2778809523809524
456190,0.02751666666666667
461715,0.5198166666666666
462667,0.42639285714285713
464361,0.18667619047619047
465593,0.6797619047619047
466007,0.5483309523809524
483309,0.6161142857142857
484143,0.49425714285714284
486441,0.8420333333333333
492091,0.5390952380952381
497512,0.43895
520932,0.8359380952380953
523765,0.5583238095238096
530882,0.4388
532082,0.4659095238095238
542916,0.6137333333333334
543164,0.4714119047619047
552994,0.3536952380952381
560168,0.4024666666666667
563962,0.1234452380952381
565032,0.13562857142857143
565320,0.5019690476190476
565370,0.7172499999999999
565411,0.027021428571428575
565477,0.05218571428571428
565531,0.7100166666666666
568724,0.7510809523809525
572413,0.8536190476190476
575910,0.22243809523809524
580377,0.17119047619047617
583391,0.6401857142857142
583961,0.4799380952380952
625425,0.7139333333333334
640208,0.8500809523809524
654340,0.1475785714285714
677874,0.4568380952380953
679236,0.5387666666666667
688654,0.48327142857142846
690990,0.06616190476190477
700460,0.4965285714285714
702213,0.029026190476190473
713034,0.9318666666666667
713845,0.03398333333333333
720330,0.6876333333333333
744879,0.42755
746634,0.4582261904761905
750084,0.7166571428571428
750439,0.6243095238095238
755505,0.7488928571428571
767851,0.4479
770879,0.4645738095238095
781606,0.5495309523809524
787804,0.35178571428571426
800487,0.9807476190476189
818342,0.7484952380952381
826316,0.6878000000000001
851584,0.8529666666666665
857031,0.8406928571428571
862411,0.46345952380952377
869695,0.5523190476190476
872784,0.8192142857142858
899960,0.22362619047619048
902819,0.12000238095238094
902986,0.695902380952381
907270,0.7576833333333334
908758,0.40040476190476193
912410,0.770552380952381
924554,0.4970309523809524
939250,0.5967857142857144
940973,0.6161428571428571
948340,0.8009499999999999
952329,0.3785904761904762
956679,0.9772571428571428
959710,0.8368238095238096
970123,0.484847619047619
975186,0.13333095238095238
1011185,0.7923380952380953
1027826,0.8899666666666665
1028917,0.6995714285714285
1031888,0.8650476190476191
1041025,0.21406904761904763
1049246,0.5577500000000001
1065656,0.13214047619047617
1070481,0.7116261904761905
1074895,0.5401309523809524
1075151,0.26524285714285717
1086108,0.3450190476190476
1094864,0.5901833333333333
1101435,0.5281880952380952
1110802,0.5143261904761905
1112481,0.5331809523809524
1120257,0.4825547619047619
1122442,0.6093619047619049
1122977,0.016140476190476188
1128323,0.506602380952381
1128981,0.5569166666666667
1129195,0.11462857142857143
1138979,0.6187238095238096
1139104,0.2927166666666667
1148200,0.6110714285714286
1159318,0.8066547619047618
1170570,0.8869761904761904
1172892,0.08542619047619049
1174333,0.7370452380952381
1174456,0.9326571428571429
1177222,0.3499761904761905
1179611,0.9968380952380953
1181659,0.16721428571428573
1186190,0.779445238095238
1206654,0.03758095238095238
1233905,0.9232095238095237
1237466,0.7611357142857142
1240070,0.47905238095238095
1259089,0.17846428571428571
1259711,0.07082380952380952
1264813,0.34420952380952385
1268871,0.815952380952381
1275838,0.08189999999999999
1277348,0.7045166666666667
1286456,0.77905
1292879,0.024030952380952382
1309826,0.5467714285714286
1320173,0.2329690476190476
1321413,0.6803904761904762
1322826,0.5505285714285714
1326942,0.7316380952380953
1329896,0.12089761904761905
1331820,0.6825714285714286
1343972,0.2497619047619047
1347550,0.7405928571428573
1358854,0.6969642857142856
1361036,0.7822380952380952
1365588,0.08765
1390825,0.30988333333333334
1392717,0.2931761904761904
1402057,0.9373666666666667
1412805,0.5638619047619047
1421363,0.4655666666666667
1423480,0.37084285714285714
1440307,0.33159285714285713
1443321,0.746509523809524
1448769,0.10524047619047619
1461008,0.10285952380952382
